AlterSchätzung,DeutscherN,Heimisch
85,Krimlinde,Heimisch
40,Linde,Heimisch
55,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
65,Krimlinde,Heimisch
65,Krimlinde,Heimisch
70,Krimlinde,Heimisch
70,Krimlinde,Heimisch
70,Krimlinde,Heimisch
20,Linde,Heimisch
70,Krimlinde,Heimisch
20,Linde,Heimisch
80,Platane,Heimisch
65,Platane,Heimisch
75,Platane,Heimisch
65,Platane,Heimisch
70,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
70,Platane,Heimisch
70,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
50,Platane,Heimisch
60,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
75,Krimlinde,Heimisch
15,Kaiserlinde,Heimisch
40,Linde,Heimisch
55,Linde,Heimisch
65,Linde,Heimisch
60,Kastanie,Heimisch
85,Kastanie,Heimisch
40,Kastanie,Heimisch
15,"Crataegus, Dorn",Heimisch
5,Ahorn,Heimisch
10,"Crataegus, Dorn",Heimisch
25,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
30,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
15,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
25,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
20,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
20,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
20,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
20,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
15,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
40,Ahorn,Heimisch
15,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
65,"Crataegus, Dorn",Heimisch
35,Linde,Heimisch
50,Linde,Heimisch
70,Linde,Heimisch
40,Linde,Heimisch
30,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
40,Linde,Heimisch
25,Kastanie,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
65,Ahorn,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
35,Linde,Heimisch
50,Kastanie,Heimisch
45,Kastanie,Heimisch
45,Kastanie,Heimisch
45,Kastanie,Heimisch
45,Kastanie,Heimisch
35,Kastanie,Heimisch
55,Kastanie,Heimisch
20,Linde,Heimisch
65,Ahorn,Heimisch
45,Linde,Heimisch
80,Linde,Heimisch
15,Linde,Heimisch
70,Kastanie,Heimisch
85,Kastanie,Heimisch
85,Kastanie,Heimisch
10,Kastanie,Heimisch
20,Linde,Heimisch
20,Linde,Heimisch
20,Linde,Heimisch
30,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
25,Linde,Heimisch
30,Linde,Heimisch
50,Linde,Heimisch
25,Linde,Heimisch
30,Linde,Heimisch
25,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
55,Linde,Heimisch
60,Linde,Heimisch
25,Linde,Heimisch
50,Linde,Heimisch
25,Linde,Heimisch
30,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
20,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
30,Linde,Heimisch
20,Linde,Heimisch
45,Linde,Heimisch
30,Linde,Heimisch
25,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
35,"Ginkgobaum, Fächerblattbaum",Andere
50,Esche,Heimisch
40,Esche,Heimisch
85,Esche,Heimisch
50,Esche,Heimisch
45,Esche,Heimisch
65,Esche,Heimisch
40,Esche,Heimisch
50,Esche,Heimisch
70,Esche,Heimisch
50,Esche,Heimisch
40,Esche,Heimisch
35,Esche,Heimisch
50,Esche,Heimisch
55,Esche,Heimisch
50,Esche,Heimisch
40,Esche,Heimisch
10,Esche,Heimisch
30,Kirsche,Heimisch
85,Esche,Heimisch
20,Esche,Heimisch
35,"Crataegus, Dorn",Heimisch
40,"Crataegus, Dorn",Heimisch
50,Birke,Heimisch
40,Esche,Heimisch
80,Esche,Heimisch
35,Esche,Heimisch
50,Esche,Heimisch
35,Esche,Heimisch
40,Esche,Heimisch
65,Esche,Heimisch
35,Esche,Heimisch
55,Esche,Heimisch
50,Esche,Heimisch
45,Esche,Heimisch
40,Esche,Heimisch
40,Esche,Heimisch
50,Esche,Heimisch
45,Esche,Heimisch
70,Esche,Heimisch
50,Esche,Heimisch
55,Esche,Heimisch
40,Ahorn,Heimisch
65,Platane,Heimisch
35,Ahorn,Heimisch
55,"Crataegus, Dorn",Heimisch
75,Kugelrobinie,Andere
5,Kugelrobinie,Andere
35,Eiche,Heimisch
40,Eiche,Heimisch
40,Eiche,Heimisch
65,Platane,Heimisch
35,Platane,Heimisch
65,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
25,Platane,Heimisch
55,Platane,Heimisch
35,Platane,Heimisch
65,Platane,Heimisch
50,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
45,Platane,Heimisch
40,Platane,Heimisch
60,Platane,Heimisch
45,Platane,Heimisch
60,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
45,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
65,Platane,Heimisch
90,Platane,Heimisch
90,Platane,Heimisch
70,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
25,Platane,Heimisch
60,Platane,Heimisch
25,Platane,Heimisch
65,Platane,Heimisch
25,Platane,Heimisch
80,Platane,Heimisch
75,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
65,Platane,Heimisch
45,Platane,Heimisch
80,Platane,Heimisch
60,Platane,Heimisch
45,Ahorn,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
65,Platane,Heimisch
50,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
35,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
45,Platane,Heimisch
50,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
45,Platane,Heimisch
50,Platane,Heimisch
25,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
45,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
70,Platane,Heimisch
70,Platane,Heimisch
60,Platane,Heimisch
10,Platane,Heimisch
65,Platane,Heimisch
45,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
45,Platane,Heimisch
65,Platane,Heimisch
80,Platane,Heimisch
60,Platane,Heimisch
55,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
40,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
45,Platane,Heimisch
60,Platane,Heimisch
65,Platane,Heimisch
35,Platane,Heimisch
60,Platane,Heimisch
30,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
35,Platane,Heimisch
60,Platane,Heimisch
55,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
50,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
45,Platane,Heimisch
60,Platane,Heimisch
50,Platane,Heimisch
45,Platane,Heimisch
45,Platane,Heimisch
50,Platane,Heimisch
40,Platane,Heimisch
30,Platane,Heimisch
60,Platane,Heimisch
75,Platane,Heimisch
90,Platane,Heimisch
60,Platane,Heimisch
65,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
60,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
55,Platane,Heimisch
35,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
50,Platane,Heimisch
30,Winterlinde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
25,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
15,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
15,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
10,Linde,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
5,Linde,Heimisch
35,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
25,Linde,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
20,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
35,Linde,Heimisch
15,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
25,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
20,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
15,Linde,Heimisch
45,Linde,Heimisch
30,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
65,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
5,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
20,Ahorn,Heimisch
45,Linde,Heimisch
25,Linde,Heimisch
40,Linde,Heimisch
30,Ahorn,Heimisch
40,Linde,Heimisch
15,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
30,Linde,Heimisch
30,Linde,Heimisch
10,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
35,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
15,Linde,Heimisch
15,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
5,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
10,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
30,Ahorn,Heimisch
20,Ahorn,Heimisch
45,Linde,Heimisch
25,Ahorn,Heimisch
45,Linde,Heimisch
5,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
10,Ahorn,Heimisch
50,Linde,Heimisch
20,Ahorn,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
15,Ahorn,Heimisch
15,Ahorn,Heimisch
30,Ahorn,Heimisch
15,Ahorn,Heimisch
20,Ahorn,Heimisch
40,Linde,Heimisch
20,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
35,Ahorn,Heimisch
10,Ahorn,Heimisch
40,Ahorn,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
30,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
25,Linde,Heimisch
30,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
30,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
30,Linde,Heimisch
45,Linde,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
30,Ahorn,Heimisch
45,Linde,Heimisch
10,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
35,Ahorn,Heimisch
35,Ahorn,Heimisch
55,Linde,Heimisch
60,Linde,Heimisch
20,Linde,Heimisch
45,Linde,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
10,Ahorn,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
30,Linde,Heimisch
45,Linde,Heimisch
65,Linde,Heimisch
25,Linde,Heimisch
30,Ahorn,Heimisch
10,Ahorn,Heimisch
40,Linde,Heimisch
60,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
25,Ahorn,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
35,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
25,Ahorn,Heimisch
50,Linde,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
35,Ahorn,Heimisch
40,Linde,Heimisch
30,Ahorn,Heimisch
35,Spitzahorn,Heimisch
60,Linde,Heimisch
55,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
10,Ahorn,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
15,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
25,Linde,Heimisch
50,Linde,Heimisch
15,Linde,Heimisch
20,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
10,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
5,Linde,Heimisch
30,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
30,Linde,Heimisch
25,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
20,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
30,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
20,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
25,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
10,Linde,Heimisch
45,Linde,Heimisch
10,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
30,Linde,Heimisch
45,Linde,Heimisch
20,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
15,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
25,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
50,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
50,Linde,Heimisch
65,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
40,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
5,Linde,Heimisch
20,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
20,Esche,Heimisch
10,Esche,Heimisch
20,Esche,Heimisch
20,Esche,Heimisch
20,Esche,Heimisch
20,Esche,Heimisch
20,Esche,Heimisch
10,"Crataegus, Dorn",Heimisch
10,"Crataegus, Dorn",Heimisch
10,"Crataegus, Dorn",Heimisch
30,Ahorn,Heimisch
50,Ahorn,Heimisch
40,Ahorn,Heimisch
55,Ahorn,Heimisch
35,Ahorn,Heimisch
45,Ahorn,Heimisch
30,Ahorn,Heimisch
85,Ahorn,Heimisch
25,Ahorn,Heimisch
15,Ahorn,Heimisch
45,Ahorn,Heimisch
60,Ahorn,Heimisch
65,Ahorn,Heimisch
75,Ahorn,Heimisch
60,Ahorn,Heimisch
50,Ahorn,Heimisch
60,Ahorn,Heimisch
45,Ahorn,Heimisch
80,Ahorn,Heimisch
10,Ahorn,Heimisch
45,Ahorn,Heimisch
10,Ahorn,Heimisch
85,Ahorn,Heimisch
15,Ahorn,Heimisch
10,Ahorn,Heimisch
25,Ahorn,Heimisch
50,Ahorn,Heimisch
50,Ahorn,Heimisch
35,Ahorn,Heimisch
40,Eschen-Ahorn,Andere
40,Eschen-Ahorn,Andere
40,Eschen-Ahorn,Andere
40,Eschen-Ahorn,Andere
45,Linde,Heimisch
75,Kastanie,Heimisch
15,Kastanie,Heimisch
40,Kastanie,Heimisch
80,Kastanie,Heimisch
75,Kastanie,Heimisch
75,Kastanie,Heimisch
75,Kastanie,Heimisch
75,Kastanie,Heimisch
70,Kastanie,Heimisch
75,Kastanie,Heimisch
75,Kastanie,Heimisch
40,Kastanie,Heimisch
55,Kastanie,Heimisch
70,Kastanie,Heimisch
30,Kastanie,Heimisch
25,Kastanie,Heimisch
70,Kastanie,Heimisch
65,Kastanie,Heimisch
20,Kastanie,Heimisch
75,Kastanie,Heimisch
75,Kastanie,Heimisch
40,Kastanie,Heimisch
15,Kastanie,Heimisch
75,Kastanie,Heimisch
55,Kastanie,Heimisch
55,Kastanie,Heimisch
75,Kastanie,Heimisch
75,Kastanie,Heimisch
25,Kastanie,Heimisch
60,Kastanie,Heimisch
70,Kastanie,Heimisch
5,Kastanie,Heimisch
10,Kastanie,Heimisch
25,Kastanie,Heimisch
70,Kastanie,Heimisch
5,Kastanie,Heimisch
60,Kastanie,Heimisch
70,Kastanie,Heimisch
65,Kastanie,Heimisch
70,Kastanie,Heimisch
65,Kastanie,Heimisch
60,Kastanie,Heimisch
25,Kastanie,Heimisch
20,Kastanie,Heimisch
15,Kastanie,Heimisch
45,Kastanie,Heimisch
75,Kastanie,Heimisch
70,Kastanie,Heimisch
75,Kastanie,Heimisch
50,Kastanie,Heimisch
45,Kastanie,Heimisch
30,Kastanie,Heimisch
45,Kastanie,Heimisch
35,Kastanie,Heimisch
55,Kastanie,Heimisch
45,Kastanie,Heimisch
30,Kastanie,Heimisch
10,Kastanie,Heimisch
35,Kastanie,Heimisch
15,Kastanie,Heimisch
15,Kastanie,Heimisch
50,Kastanie,Heimisch
50,Kastanie,Heimisch
40,Kastanie,Heimisch
60,Kastanie,Heimisch
70,Kastanie,Heimisch
55,Kastanie,Heimisch
50,Kastanie,Heimisch
15,Kastanie,Heimisch
75,Kastanie,Heimisch
45,Kastanie,Heimisch
75,Kastanie,Heimisch
70,Kastanie,Heimisch
60,Kastanie,Heimisch
75,Kastanie,Heimisch
30,Kastanie,Heimisch
70,Kastanie,Heimisch
10,Kastanie,Heimisch
15,Kastanie,Heimisch
20,Kastanie,Heimisch
45,Kastanie,Heimisch
10,Kastanie,Heimisch
55,Kastanie,Heimisch
75,Ahorn,Heimisch
5,Ahorn,Heimisch
75,Ahorn,Heimisch
5,Ahorn,Heimisch
25,Ahorn,Heimisch
90,Ahorn,Heimisch
25,Ahorn,Heimisch
60,Ahorn,Heimisch
15,Ahorn,Heimisch
60,Ahorn,Heimisch
80,Ahorn,Heimisch
50,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
20,Linde,Heimisch
30,Ahorn,Heimisch
25,Scheinakazie,Andere
20,Kugelrobinie,Andere
30,Ahorn,Heimisch
35,Ahorn,Heimisch
30,Scheinakazie,Andere
85,Ahorn,Heimisch
25,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
40,Scheinakazie,Andere
60,Ahorn,Heimisch
30,Ahorn,Heimisch
20,Ahorn,Heimisch
25,Ahorn,Heimisch
70,Ahorn,Heimisch
20,Ahorn,Heimisch
40,Ahorn,Heimisch
10,Ahorn,Heimisch
15,Ahorn,Heimisch
15,Ahorn,Heimisch
15,Ahorn,Heimisch
35,Ahorn,Heimisch
85,Ahorn,Heimisch
15,Ahorn,Heimisch
75,Ahorn,Heimisch
15,Ahorn,Heimisch
15,Ahorn,Heimisch
20,Ahorn,Heimisch
75,Ahorn,Heimisch
50,Ahorn,Heimisch
25,Ahorn,Heimisch
25,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
80,Ahorn,Heimisch
25,Ahorn,Heimisch
75,Ahorn,Heimisch
25,Linde,Heimisch
5,Linde,Heimisch
15,Linde,Heimisch
15,Linde,Heimisch
15,Linde,Heimisch
70,Linde,Heimisch
75,Linde,Heimisch
30,Linde,Heimisch
35,Linde,Heimisch
30,Linde,Heimisch
40,Linde,Heimisch
55,Linde,Heimisch
60,Linde,Heimisch
30,Linde,Heimisch
65,Linde,Heimisch
35,Linde,Heimisch
15,Linde,Heimisch
35,Linde,Heimisch
80,Linde,Heimisch
65,Linde,Heimisch
70,Linde,Heimisch
20,Linde,Heimisch
70,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
30,Linde,Heimisch
70,Linde,Heimisch
10,Linde,Heimisch
25,Linde,Heimisch
25,Linde,Heimisch
40,Linde,Heimisch
10,Linde,Heimisch
80,Linde,Heimisch
15,Linde,Heimisch
75,Linde,Heimisch
20,Linde,Heimisch
40,Linde,Heimisch
20,Linde,Heimisch
95,Linde,Heimisch
25,Linde,Heimisch
70,Linde,Heimisch
65,Linde,Heimisch
65,Linde,Heimisch
65,Linde,Heimisch
65,Linde,Heimisch
55,Linde,Heimisch
55,Linde,Heimisch
20,Linde,Heimisch
35,Linde,Heimisch
30,Linde,Heimisch
70,Linde,Heimisch
35,Linde,Heimisch
55,Linde,Heimisch
65,Linde,Heimisch
65,Linde,Heimisch
15,Linde,Heimisch
45,Linde,Heimisch
55,Linde,Heimisch
30,Linde,Heimisch
20,Linde,Heimisch
90,Linde,Heimisch
65,Linde,Heimisch
15,Linde,Heimisch
55,Linde,Heimisch
25,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
30,Linde,Heimisch
50,Linde,Heimisch
25,Linde,Heimisch
30,Linde,Heimisch
60,Linde,Heimisch
75,Linde,Heimisch
50,Linde,Heimisch
55,Linde,Heimisch
10,Linde,Heimisch
30,Linde,Heimisch
70,Linde,Heimisch
30,Linde,Heimisch
70,Linde,Heimisch
65,Linde,Heimisch
20,Linde,Heimisch
45,Linde,Heimisch
30,Linde,Heimisch
20,Linde,Heimisch
30,Linde,Heimisch
25,Linde,Heimisch
70,Linde,Heimisch
35,Linde,Heimisch
70,Linde,Heimisch
70,Linde,Heimisch
60,Linde,Heimisch
15,Linde,Heimisch
70,Linde,Heimisch
70,Linde,Heimisch
65,Linde,Heimisch
65,Linde,Heimisch
75,Linde,Heimisch
70,Linde,Heimisch
75,Linde,Heimisch
70,Linde,Heimisch
70,Linde,Heimisch
75,Linde,Heimisch
25,Linde,Heimisch
5,Linde,Heimisch
60,Linde,Heimisch
55,Linde,Heimisch
65,Linde,Heimisch
60,Linde,Heimisch
50,Linde,Heimisch
75,Linde,Heimisch
45,Linde,Heimisch
20,Linde,Heimisch
65,Linde,Heimisch
20,Linde,Heimisch
30,Linde,Heimisch
20,Linde,Heimisch
65,Linde,Heimisch
60,Linde,Heimisch
10,Linde,Heimisch
25,Linde,Heimisch
20,Linde,Heimisch
40,Linde,Heimisch
65,Linde,Heimisch
50,Linde,Heimisch
80,Linde,Heimisch
75,Ahorn,Heimisch
